Condition,RedToyReward,YellowToyReward,LearnC,LearnR,TeachC,TeachR,DiscoverC,DiscoverR,ExploreProb,TeacherReward,Decision
Matched_Rewards,5,5,1,1,0,0,1,1,1,Constant,YellowToy
Inverted_Rewards,5,38,0,0,0,0,0,0,0.5,Constant,Either
Inverted_Rewards,5,38,1,0,0,0,1,0,0.5,Constant,YellowToy
Inverted_Rewards,5,38,0,1,0,0,0,1,0.5,Constant,YellowToy
Inverted_Rewards,5,38,1,1,0,0,1,1,0.5,Constant,YellowToy
Inverted_Rewards,5,38,0,0,0,0,0,0,1,Constant,Either
Inverted_Rewards,5,38,1,0,0,0,1,0,1,Constant,YellowToy
Inverted_Rewards,5,38,0,1,0,0,0,1,1,Constant,Either
Inverted_Rewards,5,38,1,1,0,0,1,1,1,Constant,YellowToy
Unequal_Costs,39,5,0,0,0,0,0,0,0.5,Constant,Either
Unequal_Costs,39,5,1,0,0,0,1,0,0.5,Constant,YellowToy
Unequal_Costs,39,5,0,1,0,0,0,1,0.5,Constant,RedToy
Unequal_Costs,39,5,1,1,0,0,1,1,0.5,Constant,RedToy
Unequal_Costs,39,5,0,0,0,0,0,0,1,Constant,Either
Unequal_Costs,39,5,1,0,0,0,1,0,1,Constant,YellowToy
Unequal_Costs,39,5,0,1,0,0,0,1,1,Constant,Either
Unequal_Costs,39,5,1,1,0,0,1,1,1,Constant,YellowToy
Equal_Costs,39,5,0,0,0,0,0,0,0.5,Constant,Either
Equal_Costs,39,5,1,0,0,0,1,0,0.5,Constant,Either
Equal_Costs,39,5,0,1,0,0,0,1,0.5,Constant,RedToy
Equal_Costs,39,5,1,1,0,0,1,1,0.5,Constant,RedToy
Equal_Costs,39,5,0,0,0,0,0,0,1,Constant,Either
Equal_Costs,39,5,1,0,0,0,1,0,1,Constant,Either
Equal_Costs,39,5,0,1,0,0,0,1,1,Constant,Either
Equal_Costs,39,5,1,1,0,0,1,1,1,Constant,Either
Matched_Rewards,5,5,0,0,0,0,0,0,0.5,Constant,Either
Matched_Rewards,5,5,1,0,0,0,1,0,0.5,Constant,YellowToy
Matched_Rewards,5,5,0,1,0,0,0,1,0.5,Constant,Either
Matched_Rewards,5,5,1,1,0,0,1,1,0.5,Constant,YellowToy
Matched_Rewards,5,5,0,0,0,0,0,0,1,Constant,Either
Matched_Rewards,5,5,1,0,0,0,1,0,1,Constant,YellowToy
Matched_Rewards,5,5,0,1,0,0,0,1,1,Constant,Either
Matched_Rewards,5,5,1,1,0,0,1,1,1,Constant,YellowToy
Inverted_Rewards,5,39,0,0,0,0,0,0,0.5,Constant,Either
Inverted_Rewards,5,39,1,0,0,0,1,0,0.5,Constant,YellowToy
Inverted_Rewards,5,39,0,1,0,0,0,1,0.5,Constant,YellowToy
Inverted_Rewards,5,39,1,1,0,0,1,1,0.5,Constant,YellowToy
Inverted_Rewards,5,39,0,0,0,0,0,0,1,Constant,Either
Inverted_Rewards,5,39,1,0,0,0,1,0,1,Constant,YellowToy
Inverted_Rewards,5,39,0,1,0,0,0,1,1,Constant,Either
Inverted_Rewards,5,39,1,1,0,0,1,1,1,Constant,YellowToy
Unequal_Costs,40,5,0,0,0,0,0,0,0.5,Constant,Either
Unequal_Costs,40,5,1,0,0,0,1,0,0.5,Constant,YellowToy
Unequal_Costs,40,5,0,1,0,0,0,1,0.5,Constant,RedToy
Unequal_Costs,40,5,1,1,0,0,1,1,0.5,Constant,RedToy
Unequal_Costs,40,5,0,0,0,0,0,0,1,Constant,Either
Unequal_Costs,40,5,1,0,0,0,1,0,1,Constant,YellowToy
Unequal_Costs,40,5,0,1,0,0,0,1,1,Constant,Either
Unequal_Costs,40,5,1,1,0,0,1,1,1,Constant,YellowToy
Equal_Costs,40,5,0,0,0,0,0,0,0.5,Constant,Either
Equal_Costs,40,5,1,0,0,0,1,0,0.5,Constant,Either
Equal_Costs,40,5,0,1,0,0,0,1,0.5,Constant,RedToy
Equal_Costs,40,5,1,1,0,0,1,1,0.5,Constant,RedToy
Equal_Costs,40,5,0,0,0,0,0,0,1,Constant,Either
Equal_Costs,40,5,1,0,0,0,1,0,1,Constant,Either
Equal_Costs,40,5,0,1,0,0,0,1,1,Constant,Either
Equal_Costs,40,5,1,1,0,0,1,1,1,Constant,Either
Matched_Rewards,5,5,0,0,0,0,0,0,0.5,Constant,Either
Matched_Rewards,5,5,1,0,0,0,1,0,0.5,Constant,YellowToy
Matched_Rewards,5,5,0,1,0,0,0,1,0.5,Constant,Either
Matched_Rewards,5,5,1,1,0,0,1,1,0.5,Constant,YellowToy
Matched_Rewards,5,5,0,0,0,0,0,0,1,Constant,Either
Matched_Rewards,5,5,1,0,0,0,1,0,1,Constant,YellowToy
Matched_Rewards,5,5,0,1,0,0,0,1,1,Constant,Either
Matched_Rewards,5,5,1,1,0,0,1,1,1,Constant,YellowToy
Inverted_Rewards,5,40,0,0,0,0,0,0,0.5,Constant,Either
Inverted_Rewards,5,40,1,0,0,0,1,0,0.5,Constant,YellowToy
Inverted_Rewards,5,40,0,1,0,0,0,1,0.5,Constant,YellowToy
Inverted_Rewards,5,40,1,1,0,0,1,1,0.5,Constant,YellowToy
Inverted_Rewards,5,40,0,0,0,0,0,0,1,Constant,Either
Inverted_Rewards,5,40,1,0,0,0,1,0,1,Constant,YellowToy
Inverted_Rewards,5,40,0,1,0,0,0,1,1,Constant,Either
Inverted_Rewards,5,40,1,1,0,0,1,1,1,Constant,YellowToy
Unequal_Costs,41,5,0,0,0,0,0,0,0.5,Constant,Either
Unequal_Costs,41,5,1,0,0,0,1,0,0.5,Constant,YellowToy
Unequal_Costs,41,5,0,1,0,0,0,1,0.5,Constant,RedToy
Unequal_Costs,41,5,1,1,0,0,1,1,0.5,Constant,RedToy
Unequal_Costs,41,5,0,0,0,0,0,0,1,Constant,Either
Unequal_Costs,41,5,1,0,0,0,1,0,1,Constant,YellowToy
Unequal_Costs,41,5,0,1,0,0,0,1,1,Constant,Either
Unequal_Costs,41,5,1,1,0,0,1,1,1,Constant,YellowToy
Equal_Costs,41,5,0,0,0,0,0,0,0.5,Constant,Either
Equal_Costs,41,5,1,0,0,0,1,0,0.5,Constant,Either
Equal_Costs,41,5,0,1,0,0,0,1,0.5,Constant,RedToy
Equal_Costs,41,5,1,1,0,0,1,1,0.5,Constant,RedToy
Equal_Costs,41,5,0,0,0,0,0,0,1,Constant,Either
Equal_Costs,41,5,1,0,0,0,1,0,1,Constant,Either
Equal_Costs,41,5,0,1,0,0,0,1,1,Constant,Either
Equal_Costs,41,5,1,1,0,0,1,1,1,Constant,Either
Matched_Rewards,5,5,0,0,0,0,0,0,0.5,Constant,Either
Matched_Rewards,5,5,1,0,0,0,1,0,0.5,Constant,YellowToy
Matched_Rewards,5,5,0,1,0,0,0,1,0.5,Constant,Either
Matched_Rewards,5,5,1,1,0,0,1,1,0.5,Constant,YellowToy
Matched_Rewards,5,5,0,0,0,0,0,0,1,Constant,Either
Matched_Rewards,5,5,1,0,0,0,1,0,1,Constant,YellowToy
Matched_Rewards,5,5,0,1,0,0,0,1,1,Constant,Either
Matched_Rewards,5,5,1,1,0,0,1,1,1,Constant,YellowToy
Inverted_Rewards,5,41,0,0,0,0,0,0,0.5,Constant,Either
Inverted_Rewards,5,41,1,0,0,0,1,0,0.5,Constant,YellowToy
Inverted_Rewards,5,41,0,1,0,0,0,1,0.5,Constant,YellowToy
Inverted_Rewards,5,41,1,1,0,0,1,1,0.5,Constant,YellowToy
Inverted_Rewards,5,41,0,0,0,0,0,0,1,Constant,Either
Inverted_Rewards,5,41,1,0,0,0,1,0,1,Constant,YellowToy
Inverted_Rewards,5,41,0,1,0,0,0,1,1,Constant,Either
Inverted_Rewards,5,41,1,1,0,0,1,1,1,Constant,YellowToy
Unequal_Costs,42,5,0,0,0,0,0,0,0.5,Constant,Either
Unequal_Costs,42,5,1,0,0,0,1,0,0.5,Constant,YellowToy
Unequal_Costs,42,5,0,1,0,0,0,1,0.5,Constant,RedToy
Unequal_Costs,42,5,1,1,0,0,1,1,0.5,Constant,RedToy
Unequal_Costs,42,5,0,0,0,0,0,0,1,Constant,Either
Unequal_Costs,42,5,1,0,0,0,1,0,1,Constant,YellowToy
Unequal_Costs,42,5,0,1,0,0,0,1,1,Constant,Either
Unequal_Costs,42,5,1,1,0,0,1,1,1,Constant,YellowToy
Equal_Costs,42,5,0,0,0,0,0,0,0.5,Constant,Either
Equal_Costs,42,5,1,0,0,0,1,0,0.5,Constant,Either
Equal_Costs,42,5,0,1,0,0,0,1,0.5,Constant,RedToy
Equal_Costs,42,5,1,1,0,0,1,1,0.5,Constant,RedToy
Equal_Costs,42,5,0,0,0,0,0,0,1,Constant,Either
Equal_Costs,42,5,1,0,0,0,1,0,1,Constant,Either
Equal_Costs,42,5,0,1,0,0,0,1,1,Constant,Either
Equal_Costs,42,5,1,1,0,0,1,1,1,Constant,Either
Matched_Rewards,5,5,0,0,0,0,0,0,0.5,Constant,Either
Matched_Rewards,5,5,1,0,0,0,1,0,0.5,Constant,YellowToy
Matched_Rewards,5,5,0,1,0,0,0,1,0.5,Constant,Either
Matched_Rewards,5,5,1,1,0,0,1,1,0.5,Constant,YellowToy
Matched_Rewards,5,5,0,0,0,0,0,0,1,Constant,Either
Matched_Rewards,5,5,1,0,0,0,1,0,1,Constant,YellowToy
Matched_Rewards,5,5,0,1,0,0,0,1,1,Constant,Either
Matched_Rewards,5,5,1,1,0,0,1,1,1,Constant,YellowToy
Inverted_Rewards,5,42,0,0,0,0,0,0,0.5,Constant,Either
Inverted_Rewards,5,42,1,0,0,0,1,0,0.5,Constant,YellowToy
Inverted_Rewards,5,42,0,1,0,0,0,1,0.5,Constant,YellowToy
Inverted_Rewards,5,42,1,1,0,0,1,1,0.5,Constant,YellowToy
Inverted_Rewards,5,42,0,0,0,0,0,0,1,Constant,Either
Inverted_Rewards,5,42,1,0,0,0,1,0,1,Constant,YellowToy
Inverted_Rewards,5,42,0,1,0,0,0,1,1,Constant,Either
Inverted_Rewards,5,42,1,1,0,0,1,1,1,Constant,YellowToy
Unequal_Costs,43,5,0,0,0,0,0,0,0.5,Constant,Either
Unequal_Costs,43,5,1,0,0,0,1,0,0.5,Constant,YellowToy
Unequal_Costs,43,5,0,1,0,0,0,1,0.5,Constant,RedToy
Unequal_Costs,43,5,1,1,0,0,1,1,0.5,Constant,RedToy
Unequal_Costs,43,5,0,0,0,0,0,0,1,Constant,Either
Unequal_Costs,43,5,1,0,0,0,1,0,1,Constant,YellowToy
Unequal_Costs,43,5,0,1,0,0,0,1,1,Constant,Either
Unequal_Costs,43,5,1,1,0,0,1,1,1,Constant,YellowToy
Equal_Costs,43,5,0,0,0,0,0,0,0.5,Constant,Either
Equal_Costs,43,5,1,0,0,0,1,0,0.5,Constant,Either
Equal_Costs,43,5,0,1,0,0,0,1,0.5,Constant,RedToy
Equal_Costs,43,5,1,1,0,0,1,1,0.5,Constant,RedToy
Equal_Costs,43,5,0,0,0,0,0,0,1,Constant,Either
Equal_Costs,43,5,1,0,0,0,1,0,1,Constant,Either
Equal_Costs,43,5,0,1,0,0,0,1,1,Constant,Either
Equal_Costs,43,5,1,1,0,0,1,1,1,Constant,Either
Matched_Rewards,5,5,0,0,0,0,0,0,0.5,Constant,Either
Matched_Rewards,5,5,1,0,0,0,1,0,0.5,Constant,YellowToy
Matched_Rewards,5,5,0,1,0,0,0,1,0.5,Constant,Either
Matched_Rewards,5,5,1,1,0,0,1,1,0.5,Constant,YellowToy
Matched_Rewards,5,5,0,0,0,0,0,0,1,Constant,Either
Matched_Rewards,5,5,1,0,0,0,1,0,1,Constant,YellowToy
Matched_Rewards,5,5,0,1,0,0,0,1,1,Constant,Either
Matched_Rewards,5,5,1,1,0,0,1,1,1,Constant,YellowToy
Inverted_Rewards,5,43,0,0,0,0,0,0,0.5,Constant,Either
Inverted_Rewards,5,43,1,0,0,0,1,0,0.5,Constant,YellowToy
Inverted_Rewards,5,43,0,1,0,0,0,1,0.5,Constant,YellowToy
Inverted_Rewards,5,43,1,1,0,0,1,1,0.5,Constant,YellowToy
Inverted_Rewards,5,43,0,0,0,0,0,0,1,Constant,Either
Inverted_Rewards,5,43,1,0,0,0,1,0,1,Constant,YellowToy
Inverted_Rewards,5,43,0,1,0,0,0,1,1,Constant,Either
Inverted_Rewards,5,43,1,1,0,0,1,1,1,Constant,YellowToy
Unequal_Costs,44,5,0,0,0,0,0,0,0.5,Constant,Either
Unequal_Costs,44,5,1,0,0,0,1,0,0.5,Constant,YellowToy
Unequal_Costs,44,5,0,1,0,0,0,1,0.5,Constant,RedToy
Unequal_Costs,44,5,1,1,0,0,1,1,0.5,Constant,RedToy
Unequal_Costs,44,5,0,0,0,0,0,0,1,Constant,Either
Unequal_Costs,44,5,1,0,0,0,1,0,1,Constant,YellowToy
Unequal_Costs,44,5,0,1,0,0,0,1,1,Constant,Either
Unequal_Costs,44,5,1,1,0,0,1,1,1,Constant,YellowToy
Equal_Costs,44,5,0,0,0,0,0,0,0.5,Constant,Either
Equal_Costs,44,5,1,0,0,0,1,0,0.5,Constant,Either
Equal_Costs,44,5,0,1,0,0,0,1,0.5,Constant,RedToy
Equal_Costs,44,5,1,1,0,0,1,1,0.5,Constant,RedToy
Equal_Costs,44,5,0,0,0,0,0,0,1,Constant,Either
Equal_Costs,44,5,1,0,0,0,1,0,1,Constant,Either
Equal_Costs,44,5,0,1,0,0,0,1,1,Constant,Either
Equal_Costs,44,5,1,1,0,0,1,1,1,Constant,Either
Matched_Rewards,5,5,0,0,0,0,0,0,0.5,Constant,Either
Matched_Rewards,5,5,1,0,0,0,1,0,0.5,Constant,YellowToy
Matched_Rewards,5,5,0,1,0,0,0,1,0.5,Constant,Either
Matched_Rewards,5,5,1,1,0,0,1,1,0.5,Constant,YellowToy
Matched_Rewards,5,5,0,0,0,0,0,0,1,Constant,Either
Matched_Rewards,5,5,1,0,0,0,1,0,1,Constant,YellowToy
Matched_Rewards,5,5,0,1,0,0,0,1,1,Constant,Either
Matched_Rewards,5,5,1,1,0,0,1,1,1,Constant,YellowToy
Inverted_Rewards,5,44,0,0,0,0,0,0,0.5,Constant,Either
Inverted_Rewards,5,44,1,0,0,0,1,0,0.5,Constant,YellowToy
Inverted_Rewards,5,44,0,1,0,0,0,1,0.5,Constant,YellowToy
Inverted_Rewards,5,44,1,1,0,0,1,1,0.5,Constant,YellowToy
Inverted_Rewards,5,44,0,0,0,0,0,0,1,Constant,Either
Inverted_Rewards,5,44,1,0,0,0,1,0,1,Constant,YellowToy
Inverted_Rewards,5,44,0,1,0,0,0,1,1,Constant,Either
Inverted_Rewards,5,44,1,1,0,0,1,1,1,Constant,YellowToy
Unequal_Costs,45,5,0,0,0,0,0,0,0.5,Constant,Either
Unequal_Costs,45,5,1,0,0,0,1,0,0.5,Constant,YellowToy
Unequal_Costs,45,5,0,1,0,0,0,1,0.5,Constant,RedToy
Unequal_Costs,45,5,1,1,0,0,1,1,0.5,Constant,RedToy
Unequal_Costs,45,5,0,0,0,0,0,0,1,Constant,Either
Unequal_Costs,45,5,1,0,0,0,1,0,1,Constant,YellowToy
Unequal_Costs,45,5,0,1,0,0,0,1,1,Constant,Either
Unequal_Costs,45,5,1,1,0,0,1,1,1,Constant,YellowToy
Equal_Costs,45,5,0,0,0,0,0,0,0.5,Constant,Either
Equal_Costs,45,5,1,0,0,0,1,0,0.5,Constant,Either
Equal_Costs,45,5,0,1,0,0,0,1,0.5,Constant,RedToy
Equal_Costs,45,5,1,1,0,0,1,1,0.5,Constant,RedToy
Equal_Costs,45,5,0,0,0,0,0,0,1,Constant,Either
Equal_Costs,45,5,1,0,0,0,1,0,1,Constant,Either
Equal_Costs,45,5,0,1,0,0,0,1,1,Constant,Either
Equal_Costs,45,5,1,1,0,0,1,1,1,Constant,Either
Matched_Rewards,5,5,0,0,0,0,0,0,0.5,Constant,Either
Matched_Rewards,5,5,1,0,0,0,1,0,0.5,Constant,YellowToy
Matched_Rewards,5,5,0,1,0,0,0,1,0.5,Constant,Either
Matched_Rewards,5,5,1,1,0,0,1,1,0.5,Constant,YellowToy
Matched_Rewards,5,5,0,0,0,0,0,0,1,Constant,Either
Matched_Rewards,5,5,1,0,0,0,1,0,1,Constant,YellowToy
Matched_Rewards,5,5,0,1,0,0,0,1,1,Constant,Either
Matched_Rewards,5,5,1,1,0,0,1,1,1,Constant,YellowToy
Inverted_Rewards,5,45,0,0,0,0,0,0,0.5,Constant,Either
Inverted_Rewards,5,45,1,0,0,0,1,0,0.5,Constant,YellowToy
Inverted_Rewards,5,45,0,1,0,0,0,1,0.5,Constant,YellowToy
Inverted_Rewards,5,45,1,1,0,0,1,1,0.5,Constant,YellowToy
Inverted_Rewards,5,45,0,0,0,0,0,0,1,Constant,Either
Inverted_Rewards,5,45,1,0,0,0,1,0,1,Constant,YellowToy
Inverted_Rewards,5,45,0,1,0,0,0,1,1,Constant,Either
Inverted_Rewards,5,45,1,1,0,0,1,1,1,Constant,YellowToy
Unequal_Costs,46,5,0,0,0,0,0,0,0.5,Constant,Either
Unequal_Costs,46,5,1,0,0,0,1,0,0.5,Constant,YellowToy
Unequal_Costs,46,5,0,1,0,0,0,1,0.5,Constant,RedToy
Unequal_Costs,46,5,1,1,0,0,1,1,0.5,Constant,RedToy
Unequal_Costs,46,5,0,0,0,0,0,0,1,Constant,Either
Unequal_Costs,46,5,1,0,0,0,1,0,1,Constant,YellowToy
Unequal_Costs,46,5,0,1,0,0,0,1,1,Constant,Either
Unequal_Costs,46,5,1,1,0,0,1,1,1,Constant,YellowToy
Equal_Costs,46,5,0,0,0,0,0,0,0.5,Constant,Either
Equal_Costs,46,5,1,0,0,0,1,0,0.5,Constant,Either
Equal_Costs,46,5,0,1,0,0,0,1,0.5,Constant,RedToy
Equal_Costs,46,5,1,1,0,0,1,1,0.5,Constant,RedToy
Equal_Costs,46,5,0,0,0,0,0,0,1,Constant,Either
Equal_Costs,46,5,1,0,0,0,1,0,1,Constant,Either
Equal_Costs,46,5,0,1,0,0,0,1,1,Constant,Either
Equal_Costs,46,5,1,1,0,0,1,1,1,Constant,Either
Matched_Rewards,5,5,0,0,0,0,0,0,0.5,Constant,Either
Matched_Rewards,5,5,1,0,0,0,1,0,0.5,Constant,YellowToy
Matched_Rewards,5,5,0,1,0,0,0,1,0.5,Constant,Either
Matched_Rewards,5,5,1,1,0,0,1,1,0.5,Constant,YellowToy
Matched_Rewards,5,5,0,0,0,0,0,0,1,Constant,Either
Matched_Rewards,5,5,1,0,0,0,1,0,1,Constant,YellowToy
Matched_Rewards,5,5,0,1,0,0,0,1,1,Constant,Either
Matched_Rewards,5,5,1,1,0,0,1,1,1,Constant,YellowToy
Inverted_Rewards,5,46,0,0,0,0,0,0,0.5,Constant,Either
Inverted_Rewards,5,46,1,0,0,0,1,0,0.5,Constant,YellowToy
Inverted_Rewards,5,46,0,1,0,0,0,1,0.5,Constant,YellowToy
Inverted_Rewards,5,46,1,1,0,0,1,1,0.5,Constant,YellowToy
Inverted_Rewards,5,46,0,0,0,0,0,0,1,Constant,Either
Inverted_Rewards,5,46,1,0,0,0,1,0,1,Constant,YellowToy
Inverted_Rewards,5,46,0,1,0,0,0,1,1,Constant,Either
Inverted_Rewards,5,46,1,1,0,0,1,1,1,Constant,YellowToy
Unequal_Costs,47,5,0,0,0,0,0,0,0.5,Constant,Either
Unequal_Costs,47,5,1,0,0,0,1,0,0.5,Constant,YellowToy
Unequal_Costs,47,5,0,1,0,0,0,1,0.5,Constant,RedToy
Unequal_Costs,47,5,1,1,0,0,1,1,0.5,Constant,RedToy
Unequal_Costs,47,5,0,0,0,0,0,0,1,Constant,Either
Unequal_Costs,47,5,1,0,0,0,1,0,1,Constant,YellowToy
Unequal_Costs,47,5,0,1,0,0,0,1,1,Constant,Either
Unequal_Costs,47,5,1,1,0,0,1,1,1,Constant,YellowToy
Equal_Costs,47,5,0,0,0,0,0,0,0.5,Constant,Either
Equal_Costs,47,5,1,0,0,0,1,0,0.5,Constant,Either
Equal_Costs,47,5,0,1,0,0,0,1,0.5,Constant,RedToy
Equal_Costs,47,5,1,1,0,0,1,1,0.5,Constant,RedToy
Equal_Costs,47,5,0,0,0,0,0,0,1,Constant,Either
Equal_Costs,47,5,1,0,0,0,1,0,1,Constant,Either
Equal_Costs,47,5,0,1,0,0,0,1,1,Constant,Either
Equal_Costs,47,5,1,1,0,0,1,1,1,Constant,Either
Matched_Rewards,5,5,0,0,0,0,0,0,0.5,Constant,Either
Matched_Rewards,5,5,1,0,0,0,1,0,0.5,Constant,YellowToy
Matched_Rewards,5,5,0,1,0,0,0,1,0.5,Constant,Either
Matched_Rewards,5,5,1,1,0,0,1,1,0.5,Constant,YellowToy
Matched_Rewards,5,5,0,0,0,0,0,0,1,Constant,Either
Matched_Rewards,5,5,1,0,0,0,1,0,1,Constant,YellowToy
Matched_Rewards,5,5,0,1,0,0,0,1,1,Constant,Either
Matched_Rewards,5,5,1,1,0,0,1,1,1,Constant,YellowToy
Inverted_Rewards,5,47,0,0,0,0,0,0,0.5,Constant,Either
Inverted_Rewards,5,47,1,0,0,0,1,0,0.5,Constant,YellowToy
Inverted_Rewards,5,47,0,1,0,0,0,1,0.5,Constant,YellowToy
Inverted_Rewards,5,47,1,1,0,0,1,1,0.5,Constant,YellowToy
Inverted_Rewards,5,47,0,0,0,0,0,0,1,Constant,Either
Inverted_Rewards,5,47,1,0,0,0,1,0,1,Constant,YellowToy
Inverted_Rewards,5,47,0,1,0,0,0,1,1,Constant,Either
Inverted_Rewards,5,47,1,1,0,0,1,1,1,Constant,YellowToy
Unequal_Costs,48,5,0,0,0,0,0,0,0.5,Constant,Either
Unequal_Costs,48,5,1,0,0,0,1,0,0.5,Constant,YellowToy
Unequal_Costs,48,5,0,1,0,0,0,1,0.5,Constant,RedToy
Unequal_Costs,48,5,1,1,0,0,1,1,0.5,Constant,RedToy
Unequal_Costs,48,5,0,0,0,0,0,0,1,Constant,Either
Unequal_Costs,48,5,1,0,0,0,1,0,1,Constant,YellowToy
Unequal_Costs,48,5,0,1,0,0,0,1,1,Constant,Either
Unequal_Costs,48,5,1,1,0,0,1,1,1,Constant,YellowToy
Equal_Costs,48,5,0,0,0,0,0,0,0.5,Constant,Either
Equal_Costs,48,5,1,0,0,0,1,0,0.5,Constant,Either
Equal_Costs,48,5,0,1,0,0,0,1,0.5,Constant,RedToy
Equal_Costs,48,5,1,1,0,0,1,1,0.5,Constant,RedToy
Equal_Costs,48,5,0,0,0,0,0,0,1,Constant,Either
Equal_Costs,48,5,1,0,0,0,1,0,1,Constant,Either
Equal_Costs,48,5,0,1,0,0,0,1,1,Constant,Either
Equal_Costs,48,5,1,1,0,0,1,1,1,Constant,Either
Matched_Rewards,5,5,0,0,0,0,0,0,0.5,Constant,Either
Matched_Rewards,5,5,1,0,0,0,1,0,0.5,Constant,YellowToy
Matched_Rewards,5,5,0,1,0,0,0,1,0.5,Constant,Either
Matched_Rewards,5,5,1,1,0,0,1,1,0.5,Constant,YellowToy
Matched_Rewards,5,5,0,0,0,0,0,0,1,Constant,Either
Matched_Rewards,5,5,1,0,0,0,1,0,1,Constant,YellowToy
Matched_Rewards,5,5,0,1,0,0,0,1,1,Constant,Either
Matched_Rewards,5,5,1,1,0,0,1,1,1,Constant,YellowToy
Inverted_Rewards,5,48,0,0,0,0,0,0,0.5,Constant,Either
Inverted_Rewards,5,48,1,0,0,0,1,0,0.5,Constant,YellowToy
Inverted_Rewards,5,48,0,1,0,0,0,1,0.5,Constant,YellowToy
Inverted_Rewards,5,48,1,1,0,0,1,1,0.5,Constant,YellowToy
Inverted_Rewards,5,48,0,0,0,0,0,0,1,Constant,Either
Inverted_Rewards,5,48,1,0,0,0,1,0,1,Constant,YellowToy
Inverted_Rewards,5,48,0,1,0,0,0,1,1,Constant,Either
Inverted_Rewards,5,48,1,1,0,0,1,1,1,Constant,YellowToy
Unequal_Costs,49,5,0,0,0,0,0,0,0.5,Constant,Either
Unequal_Costs,49,5,1,0,0,0,1,0,0.5,Constant,YellowToy
Unequal_Costs,49,5,0,1,0,0,0,1,0.5,Constant,RedToy
Unequal_Costs,49,5,1,1,0,0,1,1,0.5,Constant,RedToy
Unequal_Costs,49,5,0,0,0,0,0,0,1,Constant,Either
Unequal_Costs,49,5,1,0,0,0,1,0,1,Constant,YellowToy
Unequal_Costs,49,5,0,1,0,0,0,1,1,Constant,Either
Unequal_Costs,49,5,1,1,0,0,1,1,1,Constant,YellowToy
Equal_Costs,49,5,0,0,0,0,0,0,0.5,Constant,Either
Equal_Costs,49,5,1,0,0,0,1,0,0.5,Constant,Either
Equal_Costs,49,5,0,1,0,0,0,1,0.5,Constant,RedToy
Equal_Costs,49,5,1,1,0,0,1,1,0.5,Constant,RedToy
Equal_Costs,49,5,0,0,0,0,0,0,1,Constant,Either
Equal_Costs,49,5,1,0,0,0,1,0,1,Constant,Either
Equal_Costs,49,5,0,1,0,0,0,1,1,Constant,Either
Equal_Costs,49,5,1,1,0,0,1,1,1,Constant,Either
Matched_Rewards,5,5,0,0,0,0,0,0,0.5,Constant,Either
Matched_Rewards,5,5,1,0,0,0,1,0,0.5,Constant,YellowToy
Matched_Rewards,5,5,0,1,0,0,0,1,0.5,Constant,Either
Matched_Rewards,5,5,1,1,0,0,1,1,0.5,Constant,YellowToy
Matched_Rewards,5,5,0,0,0,0,0,0,1,Constant,Either
Matched_Rewards,5,5,1,0,0,0,1,0,1,Constant,YellowToy
Matched_Rewards,5,5,0,1,0,0,0,1,1,Constant,Either
Matched_Rewards,5,5,1,1,0,0,1,1,1,Constant,YellowToy
Inverted_Rewards,5,49,0,0,0,0,0,0,0.5,Constant,Either
Inverted_Rewards,5,49,1,0,0,0,1,0,0.5,Constant,YellowToy
Inverted_Rewards,5,49,0,1,0,0,0,1,0.5,Constant,YellowToy
Inverted_Rewards,5,49,1,1,0,0,1,1,0.5,Constant,YellowToy
Inverted_Rewards,5,49,0,0,0,0,0,0,1,Constant,Either
Inverted_Rewards,5,49,1,0,0,0,1,0,1,Constant,YellowToy
Inverted_Rewards,5,49,0,1,0,0,0,1,1,Constant,Either
Inverted_Rewards,5,49,1,1,0,0,1,1,1,Constant,YellowToy
Unequal_Costs,50,5,0,0,0,0,0,0,0.5,Constant,Either
Unequal_Costs,50,5,1,0,0,0,1,0,0.5,Constant,YellowToy
Unequal_Costs,50,5,0,1,0,0,0,1,0.5,Constant,RedToy
Unequal_Costs,50,5,1,1,0,0,1,1,0.5,Constant,RedToy
Unequal_Costs,50,5,0,0,0,0,0,0,1,Constant,Either
Unequal_Costs,50,5,1,0,0,0,1,0,1,Constant,YellowToy
Unequal_Costs,50,5,0,1,0,0,0,1,1,Constant,Either
Unequal_Costs,50,5,1,1,0,0,1,1,1,Constant,YellowToy
Equal_Costs,50,5,0,0,0,0,0,0,0.5,Constant,Either
Equal_Costs,50,5,1,0,0,0,1,0,0.5,Constant,Either
Equal_Costs,50,5,0,1,0,0,0,1,0.5,Constant,RedToy
Equal_Costs,50,5,1,1,0,0,1,1,0.5,Constant,RedToy
Equal_Costs,50,5,0,0,0,0,0,0,1,Constant,Either
Equal_Costs,50,5,1,0,0,0,1,0,1,Constant,Either
Equal_Costs,50,5,0,1,0,0,0,1,1,Constant,Either
Equal_Costs,50,5,1,1,0,0,1,1,1,Constant,Either
Matched_Rewards,5,5,0,0,0,0,0,0,0.5,Constant,Either
Matched_Rewards,5,5,1,0,0,0,1,0,0.5,Constant,YellowToy
Matched_Rewards,5,5,0,1,0,0,0,1,0.5,Constant,Either
Matched_Rewards,5,5,1,1,0,0,1,1,0.5,Constant,YellowToy
Matched_Rewards,5,5,0,0,0,0,0,0,1,Constant,Either
