Condition,RedToyReward,YellowToyReward,LearnC,LearnR,DiscoverC,DiscoverR,ExploreProb,Decision
1: R&C,1,1,0,0,1,1,0.3,YellowToy
1: R&C,1,1,1,1,0,0,0.3,RedToy
1: R&C,1,1,1,1,1,1,0.3,YellowToy
1: R&C,1,1,1,0,1,0,0.3,YellowToy
1: R&C,1,1,0,1,0,1,0.3,Either
2: Diff. R,1,1,0,0,1,1,0.3,Either
2: Diff. R,1,1,1,1,0,0,0.3,Either
2: Diff. R,1,1,1,1,1,1,0.3,Either
2: Diff. R,1,1,1,0,1,0,0.3,Either
2: Diff. R,1,1,0,1,0,1,0.3,Either
3: Diff. C,1,1,0,0,1,1,0.3,YellowToy
3: Diff. C,1,1,1,1,0,0,0.3,RedToy
3: Diff. C,1,1,1,1,1,1,0.3,YellowToy
3: Diff. C,1,1,1,0,1,0,0.3,YellowToy
3: Diff. C,1,1,0,1,0,1,0.3,Either
4: RvC,1,1,0,0,1,1,0.3,YellowToy
4: RvC,1,1,1,1,0,0,0.3,RedToy
4: RvC,1,1,1,1,1,1,0.3,YellowToy
4: RvC,1,1,1,0,1,0,0.3,YellowToy
4: RvC,1,1,0,1,0,1,0.3,Either
1: R&C,1,1,0,0,1,1,0.5,YellowToy
1: R&C,1,1,1,1,0,0,0.5,RedToy
1: R&C,1,1,1,1,1,1,0.5,YellowToy
1: R&C,1,1,1,0,1,0,0.5,YellowToy
1: R&C,1,1,0,1,0,1,0.5,Either
2: Diff. R,1,1,0,0,1,1,0.5,Either
2: Diff. R,1,1,1,1,0,0,0.5,Either
2: Diff. R,1,1,1,1,1,1,0.5,Either
2: Diff. R,1,1,1,0,1,0,0.5,Either
2: Diff. R,1,1,0,1,0,1,0.5,Either
3: Diff. C,1,1,0,0,1,1,0.5,YellowToy
3: Diff. C,1,1,1,1,0,0,0.5,RedToy
3: Diff. C,1,1,1,1,1,1,0.5,YellowToy
3: Diff. C,1,1,1,0,1,0,0.5,YellowToy
3: Diff. C,1,1,0,1,0,1,0.5,Either
4: RvC,1,1,0,0,1,1,0.5,YellowToy
4: RvC,1,1,1,1,0,0,0.5,RedToy
4: RvC,1,1,1,1,1,1,0.5,YellowToy
4: RvC,1,1,1,0,1,0,0.5,YellowToy
4: RvC,1,1,0,1,0,1,0.5,Either
1: R&C,1,1,0,0,1,1,0.7,YellowToy
1: R&C,1,1,1,1,0,0,0.7,RedToy
1: R&C,1,1,1,1,1,1,0.7,YellowToy
1: R&C,1,1,1,0,1,0,0.7,YellowToy
1: R&C,1,1,0,1,0,1,0.7,Either
2: Diff. R,1,1,0,0,1,1,0.7,Either
2: Diff. R,1,1,1,1,0,0,0.7,Either
2: Diff. R,1,1,1,1,1,1,0.7,Either
2: Diff. R,1,1,1,0,1,0,0.7,Either
2: Diff. R,1,1,0,1,0,1,0.7,Either
3: Diff. C,1,1,0,0,1,1,0.7,YellowToy
3: Diff. C,1,1,1,1,0,0,0.7,RedToy
3: Diff. C,1,1,1,1,1,1,0.7,YellowToy
3: Diff. C,1,1,1,0,1,0,0.7,YellowToy
3: Diff. C,1,1,0,1,0,1,0.7,Either
4: RvC,1,1,0,0,1,1,0.7,YellowToy
4: RvC,1,1,1,1,0,0,0.7,RedToy
4: RvC,1,1,1,1,1,1,0.7,YellowToy
4: RvC,1,1,1,0,1,0,0.7,YellowToy
4: RvC,1,1,0,1,0,1,0.7,Either
1: R&C,1,1,0,0,1,1,0.99,YellowToy
1: R&C,1,1,1,1,0,0,0.99,RedToy
1: R&C,1,1,1,1,1,1,0.99,YellowToy
1: R&C,1,1,1,0,1,0,0.99,YellowToy
1: R&C,1,1,0,1,0,1,0.99,Either
2: Diff. R,1,1,0,0,1,1,0.99,Either
2: Diff. R,1,1,1,1,0,0,0.99,Either
2: Diff. R,1,1,1,1,1,1,0.99,Either
2: Diff. R,1,1,1,0,1,0,0.99,Either
2: Diff. R,1,1,0,1,0,1,0.99,Either
3: Diff. C,1,1,0,0,1,1,0.99,YellowToy
3: Diff. C,1,1,1,1,0,0,0.99,RedToy
3: Diff. C,1,1,1,1,1,1,0.99,YellowToy
3: Diff. C,1,1,1,0,1,0,0.99,YellowToy
3: Diff. C,1,1,0,1,0,1,0.99,Either
4: RvC,1,1,0,0,1,1,0.99,YellowToy
4: RvC,1,1,1,1,0,0,0.99,RedToy
4: RvC,1,1,1,1,1,1,0.99,YellowToy
4: RvC,1,1,1,0,1,0,0.99,YellowToy
4: RvC,1,1,0,1,0,1,0.99,Either
1: R&C,3,1,0,0,1,1,0.3,YellowToy
1: R&C,3,1,1,1,0,0,0.3,RedToy
1: R&C,3,1,1,1,1,1,0.3,YellowToy
1: R&C,3,1,1,0,1,0,0.3,YellowToy
1: R&C,3,1,0,1,0,1,0.3,RedToy
2: Diff. R,1,3,0,0,1,1,0.3,RedToy
2: Diff. R,1,3,1,1,0,0,0.3,YellowToy
2: Diff. R,1,3,1,1,1,1,0.3,YellowToy
2: Diff. R,1,3,1,0,1,0,0.3,Either
2: Diff. R,1,3,0,1,0,1,0.3,YellowToy
3: Diff. C,3,3,0,0,1,1,0.3,YellowToy
3: Diff. C,3,3,1,1,0,0,0.3,RedToy
3: Diff. C,3,3,1,1,1,1,0.3,YellowToy
3: Diff. C,3,3,1,0,1,0,0.3,YellowToy
3: Diff. C,3,3,0,1,0,1,0.3,Either
4: RvC,1,3,0,0,1,1,0.3,YellowToy
4: RvC,1,3,1,1,0,0,0.3,YellowToy
4: RvC,1,3,1,1,1,1,0.3,YellowToy
4: RvC,1,3,1,0,1,0,0.3,YellowToy
4: RvC,1,3,0,1,0,1,0.3,YellowToy
1: R&C,3,1,0,0,1,1,0.5,YellowToy
1: R&C,3,1,1,1,0,0,0.5,RedToy
1: R&C,3,1,1,1,1,1,0.5,YellowToy
1: R&C,3,1,1,0,1,0,0.5,YellowToy
1: R&C,3,1,0,1,0,1,0.5,RedToy
2: Diff. R,1,3,0,0,1,1,0.5,RedToy
2: Diff. R,1,3,1,1,0,0,0.5,YellowToy
2: Diff. R,1,3,1,1,1,1,0.5,YellowToy
2: Diff. R,1,3,1,0,1,0,0.5,Either
2: Diff. R,1,3,0,1,0,1,0.5,YellowToy
3: Diff. C,3,3,0,0,1,1,0.5,YellowToy
3: Diff. C,3,3,1,1,0,0,0.5,RedToy
3: Diff. C,3,3,1,1,1,1,0.5,YellowToy
3: Diff. C,3,3,1,0,1,0,0.5,YellowToy
3: Diff. C,3,3,0,1,0,1,0.5,Either
4: RvC,1,3,0,0,1,1,0.5,YellowToy
4: RvC,1,3,1,1,0,0,0.5,YellowToy
4: RvC,1,3,1,1,1,1,0.5,YellowToy
4: RvC,1,3,1,0,1,0,0.5,YellowToy
4: RvC,1,3,0,1,0,1,0.5,YellowToy
1: R&C,3,1,0,0,1,1,0.7,YellowToy
1: R&C,3,1,1,1,0,0,0.7,RedToy
1: R&C,3,1,1,1,1,1,0.7,YellowToy
1: R&C,3,1,1,0,1,0,0.7,YellowToy
1: R&C,3,1,0,1,0,1,0.7,RedToy
2: Diff. R,1,3,0,0,1,1,0.7,RedToy
2: Diff. R,1,3,1,1,0,0,0.7,YellowToy
2: Diff. R,1,3,1,1,1,1,0.7,YellowToy
2: Diff. R,1,3,1,0,1,0,0.7,Either
2: Diff. R,1,3,0,1,0,1,0.7,YellowToy
3: Diff. C,3,3,0,0,1,1,0.7,YellowToy
3: Diff. C,3,3,1,1,0,0,0.7,RedToy
3: Diff. C,3,3,1,1,1,1,0.7,YellowToy
3: Diff. C,3,3,1,0,1,0,0.7,YellowToy
3: Diff. C,3,3,0,1,0,1,0.7,Either
4: RvC,1,3,0,0,1,1,0.7,YellowToy
4: RvC,1,3,1,1,0,0,0.7,YellowToy
4: RvC,1,3,1,1,1,1,0.7,YellowToy
4: RvC,1,3,1,0,1,0,0.7,YellowToy
4: RvC,1,3,0,1,0,1,0.7,YellowToy
1: R&C,3,1,0,0,1,1,0.99,YellowToy
1: R&C,3,1,1,1,0,0,0.99,RedToy
1: R&C,3,1,1,1,1,1,0.99,YellowToy
1: R&C,3,1,1,0,1,0,0.99,YellowToy
1: R&C,3,1,0,1,0,1,0.99,RedToy
2: Diff. R,1,3,0,0,1,1,0.99,RedToy
2: Diff. R,1,3,1,1,0,0,0.99,YellowToy
2: Diff. R,1,3,1,1,1,1,0.99,YellowToy
2: Diff. R,1,3,1,0,1,0,0.99,Either
2: Diff. R,1,3,0,1,0,1,0.99,YellowToy
3: Diff. C,3,3,0,0,1,1,0.99,YellowToy
3: Diff. C,3,3,1,1,0,0,0.99,RedToy
3: Diff. C,3,3,1,1,1,1,0.99,YellowToy
3: Diff. C,3,3,1,0,1,0,0.99,YellowToy
3: Diff. C,3,3,0,1,0,1,0.99,Either
4: RvC,1,3,0,0,1,1,0.99,YellowToy
4: RvC,1,3,1,1,0,0,0.99,YellowToy
4: RvC,1,3,1,1,1,1,0.99,YellowToy
4: RvC,1,3,1,0,1,0,0.99,YellowToy
4: RvC,1,3,0,1,0,1,0.99,YellowToy
1: R&C,5,1,0,0,1,1,0.3,YellowToy
1: R&C,5,1,1,1,0,0,0.3,RedToy
1: R&C,5,1,1,1,1,1,0.3,YellowToy
1: R&C,5,1,1,0,1,0,0.3,YellowToy
1: R&C,5,1,0,1,0,1,0.3,RedToy
2: Diff. R,1,5,0,0,1,1,0.3,RedToy
2: Diff. R,1,5,1,1,0,0,0.3,YellowToy
2: Diff. R,1,5,1,1,1,1,0.3,YellowToy
2: Diff. R,1,5,1,0,1,0,0.3,Either
2: Diff. R,1,5,0,1,0,1,0.3,YellowToy
3: Diff. C,5,5,0,0,1,1,0.3,YellowToy
3: Diff. C,5,5,1,1,0,0,0.3,RedToy
3: Diff. C,5,5,1,1,1,1,0.3,YellowToy
3: Diff. C,5,5,1,0,1,0,0.3,YellowToy
3: Diff. C,5,5,0,1,0,1,0.3,Either
4: RvC,1,5,0,0,1,1,0.3,YellowToy
4: RvC,1,5,1,1,0,0,0.3,YellowToy
4: RvC,1,5,1,1,1,1,0.3,YellowToy
4: RvC,1,5,1,0,1,0,0.3,YellowToy
4: RvC,1,5,0,1,0,1,0.3,YellowToy
1: R&C,5,1,0,0,1,1,0.5,YellowToy
1: R&C,5,1,1,1,0,0,0.5,RedToy
1: R&C,5,1,1,1,1,1,0.5,YellowToy
1: R&C,5,1,1,0,1,0,0.5,YellowToy
1: R&C,5,1,0,1,0,1,0.5,RedToy
2: Diff. R,1,5,0,0,1,1,0.5,RedToy
2: Diff. R,1,5,1,1,0,0,0.5,YellowToy
2: Diff. R,1,5,1,1,1,1,0.5,YellowToy
2: Diff. R,1,5,1,0,1,0,0.5,Either
2: Diff. R,1,5,0,1,0,1,0.5,YellowToy
3: Diff. C,5,5,0,0,1,1,0.5,YellowToy
3: Diff. C,5,5,1,1,0,0,0.5,RedToy
3: Diff. C,5,5,1,1,1,1,0.5,YellowToy
3: Diff. C,5,5,1,0,1,0,0.5,YellowToy
3: Diff. C,5,5,0,1,0,1,0.5,Either
4: RvC,1,5,0,0,1,1,0.5,YellowToy
4: RvC,1,5,1,1,0,0,0.5,YellowToy
4: RvC,1,5,1,1,1,1,0.5,YellowToy
4: RvC,1,5,1,0,1,0,0.5,YellowToy
4: RvC,1,5,0,1,0,1,0.5,YellowToy
1: R&C,5,1,0,0,1,1,0.7,YellowToy
1: R&C,5,1,1,1,0,0,0.7,RedToy
1: R&C,5,1,1,1,1,1,0.7,YellowToy
1: R&C,5,1,1,0,1,0,0.7,YellowToy
1: R&C,5,1,0,1,0,1,0.7,RedToy
2: Diff. R,1,5,0,0,1,1,0.7,RedToy
2: Diff. R,1,5,1,1,0,0,0.7,YellowToy
2: Diff. R,1,5,1,1,1,1,0.7,YellowToy
2: Diff. R,1,5,1,0,1,0,0.7,Either
2: Diff. R,1,5,0,1,0,1,0.7,YellowToy
3: Diff. C,5,5,0,0,1,1,0.7,YellowToy
3: Diff. C,5,5,1,1,0,0,0.7,RedToy
3: Diff. C,5,5,1,1,1,1,0.7,YellowToy
3: Diff. C,5,5,1,0,1,0,0.7,YellowToy
3: Diff. C,5,5,0,1,0,1,0.7,Either
4: RvC,1,5,0,0,1,1,0.7,YellowToy
4: RvC,1,5,1,1,0,0,0.7,YellowToy
4: RvC,1,5,1,1,1,1,0.7,YellowToy
4: RvC,1,5,1,0,1,0,0.7,YellowToy
4: RvC,1,5,0,1,0,1,0.7,YellowToy
1: R&C,5,1,0,0,1,1,0.99,YellowToy
1: R&C,5,1,1,1,0,0,0.99,RedToy
1: R&C,5,1,1,1,1,1,0.99,YellowToy
1: R&C,5,1,1,0,1,0,0.99,YellowToy
1: R&C,5,1,0,1,0,1,0.99,RedToy
2: Diff. R,1,5,0,0,1,1,0.99,RedToy
2: Diff. R,1,5,1,1,0,0,0.99,YellowToy
2: Diff. R,1,5,1,1,1,1,0.99,YellowToy
2: Diff. R,1,5,1,0,1,0,0.99,Either
2: Diff. R,1,5,0,1,0,1,0.99,YellowToy
3: Diff. C,5,5,0,0,1,1,0.99,YellowToy
3: Diff. C,5,5,1,1,0,0,0.99,RedToy
3: Diff. C,5,5,1,1,1,1,0.99,YellowToy
3: Diff. C,5,5,1,0,1,0,0.99,YellowToy
3: Diff. C,5,5,0,1,0,1,0.99,Either
4: RvC,1,5,0,0,1,1,0.99,YellowToy
4: RvC,1,5,1,1,0,0,0.99,YellowToy
4: RvC,1,5,1,1,1,1,0.99,YellowToy
4: RvC,1,5,1,0,1,0,0.99,YellowToy
4: RvC,1,5,0,1,0,1,0.99,YellowToy
1: R&C,7,1,0,0,1,1,0.3,YellowToy
1: R&C,7,1,1,1,0,0,0.3,RedToy
1: R&C,7,1,1,1,1,1,0.3,YellowToy
1: R&C,7,1,1,0,1,0,0.3,YellowToy
1: R&C,7,1,0,1,0,1,0.3,RedToy
2: Diff. R,1,7,0,0,1,1,0.3,RedToy
2: Diff. R,1,7,1,1,0,0,0.3,YellowToy
2: Diff. R,1,7,1,1,1,1,0.3,YellowToy
2: Diff. R,1,7,1,0,1,0,0.3,Either
2: Diff. R,1,7,0,1,0,1,0.3,YellowToy
3: Diff. C,7,7,0,0,1,1,0.3,YellowToy
3: Diff. C,7,7,1,1,0,0,0.3,RedToy
3: Diff. C,7,7,1,1,1,1,0.3,YellowToy
3: Diff. C,7,7,1,0,1,0,0.3,YellowToy
3: Diff. C,7,7,0,1,0,1,0.3,Either
4: RvC,1,7,0,0,1,1,0.3,YellowToy
4: RvC,1,7,1,1,0,0,0.3,YellowToy
4: RvC,1,7,1,1,1,1,0.3,YellowToy
4: RvC,1,7,1,0,1,0,0.3,YellowToy
4: RvC,1,7,0,1,0,1,0.3,YellowToy
1: R&C,7,1,0,0,1,1,0.5,YellowToy
1: R&C,7,1,1,1,0,0,0.5,RedToy
1: R&C,7,1,1,1,1,1,0.5,YellowToy
1: R&C,7,1,1,0,1,0,0.5,YellowToy
1: R&C,7,1,0,1,0,1,0.5,RedToy
2: Diff. R,1,7,0,0,1,1,0.5,RedToy
2: Diff. R,1,7,1,1,0,0,0.5,YellowToy
2: Diff. R,1,7,1,1,1,1,0.5,YellowToy
2: Diff. R,1,7,1,0,1,0,0.5,Either
2: Diff. R,1,7,0,1,0,1,0.5,YellowToy
3: Diff. C,7,7,0,0,1,1,0.5,YellowToy
3: Diff. C,7,7,1,1,0,0,0.5,RedToy
3: Diff. C,7,7,1,1,1,1,0.5,YellowToy
3: Diff. C,7,7,1,0,1,0,0.5,YellowToy
3: Diff. C,7,7,0,1,0,1,0.5,Either
4: RvC,1,7,0,0,1,1,0.5,YellowToy
4: RvC,1,7,1,1,0,0,0.5,YellowToy
4: RvC,1,7,1,1,1,1,0.5,YellowToy
4: RvC,1,7,1,0,1,0,0.5,YellowToy
4: RvC,1,7,0,1,0,1,0.5,YellowToy
1: R&C,7,1,0,0,1,1,0.7,YellowToy
1: R&C,7,1,1,1,0,0,0.7,RedToy
1: R&C,7,1,1,1,1,1,0.7,YellowToy
1: R&C,7,1,1,0,1,0,0.7,YellowToy
1: R&C,7,1,0,1,0,1,0.7,RedToy
2: Diff. R,1,7,0,0,1,1,0.7,RedToy
2: Diff. R,1,7,1,1,0,0,0.7,YellowToy
2: Diff. R,1,7,1,1,1,1,0.7,YellowToy
2: Diff. R,1,7,1,0,1,0,0.7,Either
2: Diff. R,1,7,0,1,0,1,0.7,YellowToy
3: Diff. C,7,7,0,0,1,1,0.7,YellowToy
3: Diff. C,7,7,1,1,0,0,0.7,RedToy
3: Diff. C,7,7,1,1,1,1,0.7,YellowToy
3: Diff. C,7,7,1,0,1,0,0.7,YellowToy
3: Diff. C,7,7,0,1,0,1,0.7,Either
4: RvC,1,7,0,0,1,1,0.7,YellowToy
4: RvC,1,7,1,1,0,0,0.7,YellowToy
4: RvC,1,7,1,1,1,1,0.7,YellowToy
4: RvC,1,7,1,0,1,0,0.7,YellowToy
4: RvC,1,7,0,1,0,1,0.7,YellowToy
1: R&C,7,1,0,0,1,1,0.99,YellowToy
1: R&C,7,1,1,1,0,0,0.99,RedToy
1: R&C,7,1,1,1,1,1,0.99,YellowToy
1: R&C,7,1,1,0,1,0,0.99,YellowToy
1: R&C,7,1,0,1,0,1,0.99,RedToy
2: Diff. R,1,7,0,0,1,1,0.99,RedToy
2: Diff. R,1,7,1,1,0,0,0.99,YellowToy
2: Diff. R,1,7,1,1,1,1,0.99,YellowToy
2: Diff. R,1,7,1,0,1,0,0.99,Either
2: Diff. R,1,7,0,1,0,1,0.99,YellowToy
3: Diff. C,7,7,0,0,1,1,0.99,YellowToy
3: Diff. C,7,7,1,1,0,0,0.99,RedToy
3: Diff. C,7,7,1,1,1,1,0.99,YellowToy
3: Diff. C,7,7,1,0,1,0,0.99,YellowToy
3: Diff. C,7,7,0,1,0,1,0.99,Either
4: RvC,1,7,0,0,1,1,0.99,YellowToy
4: RvC,1,7,1,1,0,0,0.99,YellowToy
4: RvC,1,7,1,1,1,1,0.99,YellowToy
4: RvC,1,7,1,0,1,0,0.99,YellowToy
4: RvC,1,7,0,1,0,1,0.99,YellowToy
1: R&C,9,1,0,0,1,1,0.3,YellowToy
1: R&C,9,1,1,1,0,0,0.3,RedToy
1: R&C,9,1,1,1,1,1,0.3,YellowToy
1: R&C,9,1,1,0,1,0,0.3,YellowToy
1: R&C,9,1,0,1,0,1,0.3,RedToy
2: Diff. R,1,9,0,0,1,1,0.3,RedToy
2: Diff. R,1,9,1,1,0,0,0.3,YellowToy
2: Diff. R,1,9,1,1,1,1,0.3,YellowToy
2: Diff. R,1,9,1,0,1,0,0.3,Either
2: Diff. R,1,9,0,1,0,1,0.3,YellowToy
3: Diff. C,9,9,0,0,1,1,0.3,YellowToy
3: Diff. C,9,9,1,1,0,0,0.3,RedToy
3: Diff. C,9,9,1,1,1,1,0.3,YellowToy
3: Diff. C,9,9,1,0,1,0,0.3,YellowToy
3: Diff. C,9,9,0,1,0,1,0.3,Either
4: RvC,1,9,0,0,1,1,0.3,YellowToy
4: RvC,1,9,1,1,0,0,0.3,YellowToy
4: RvC,1,9,1,1,1,1,0.3,YellowToy
4: RvC,1,9,1,0,1,0,0.3,YellowToy
4: RvC,1,9,0,1,0,1,0.3,YellowToy
1: R&C,9,1,0,0,1,1,0.5,YellowToy
1: R&C,9,1,1,1,0,0,0.5,RedToy
1: R&C,9,1,1,1,1,1,0.5,YellowToy
1: R&C,9,1,1,0,1,0,0.5,YellowToy
1: R&C,9,1,0,1,0,1,0.5,RedToy
2: Diff. R,1,9,0,0,1,1,0.5,RedToy
2: Diff. R,1,9,1,1,0,0,0.5,YellowToy
2: Diff. R,1,9,1,1,1,1,0.5,YellowToy
2: Diff. R,1,9,1,0,1,0,0.5,Either
2: Diff. R,1,9,0,1,0,1,0.5,YellowToy
3: Diff. C,9,9,0,0,1,1,0.5,YellowToy
3: Diff. C,9,9,1,1,0,0,0.5,RedToy
3: Diff. C,9,9,1,1,1,1,0.5,YellowToy
3: Diff. C,9,9,1,0,1,0,0.5,YellowToy
3: Diff. C,9,9,0,1,0,1,0.5,Either
4: RvC,1,9,0,0,1,1,0.5,YellowToy
4: RvC,1,9,1,1,0,0,0.5,YellowToy
4: RvC,1,9,1,1,1,1,0.5,YellowToy
4: RvC,1,9,1,0,1,0,0.5,YellowToy
4: RvC,1,9,0,1,0,1,0.5,YellowToy
1: R&C,9,1,0,0,1,1,0.7,YellowToy
1: R&C,9,1,1,1,0,0,0.7,RedToy
1: R&C,9,1,1,1,1,1,0.7,YellowToy
1: R&C,9,1,1,0,1,0,0.7,YellowToy
1: R&C,9,1,0,1,0,1,0.7,RedToy
2: Diff. R,1,9,0,0,1,1,0.7,RedToy
2: Diff. R,1,9,1,1,0,0,0.7,YellowToy
2: Diff. R,1,9,1,1,1,1,0.7,YellowToy
2: Diff. R,1,9,1,0,1,0,0.7,Either
2: Diff. R,1,9,0,1,0,1,0.7,YellowToy
3: Diff. C,9,9,0,0,1,1,0.7,YellowToy
3: Diff. C,9,9,1,1,0,0,0.7,RedToy
3: Diff. C,9,9,1,1,1,1,0.7,YellowToy
3: Diff. C,9,9,1,0,1,0,0.7,YellowToy
3: Diff. C,9,9,0,1,0,1,0.7,Either
4: RvC,1,9,0,0,1,1,0.7,YellowToy
4: RvC,1,9,1,1,0,0,0.7,YellowToy
4: RvC,1,9,1,1,1,1,0.7,YellowToy
4: RvC,1,9,1,0,1,0,0.7,YellowToy
4: RvC,1,9,0,1,0,1,0.7,YellowToy
1: R&C,9,1,0,0,1,1,0.99,YellowToy
1: R&C,9,1,1,1,0,0,0.99,RedToy
1: R&C,9,1,1,1,1,1,0.99,YellowToy
1: R&C,9,1,1,0,1,0,0.99,YellowToy
1: R&C,9,1,0,1,0,1,0.99,RedToy
2: Diff. R,1,9,0,0,1,1,0.99,RedToy
2: Diff. R,1,9,1,1,0,0,0.99,YellowToy
2: Diff. R,1,9,1,1,1,1,0.99,YellowToy
2: Diff. R,1,9,1,0,1,0,0.99,Either
2: Diff. R,1,9,0,1,0,1,0.99,YellowToy
3: Diff. C,9,9,0,0,1,1,0.99,YellowToy
3: Diff. C,9,9,1,1,0,0,0.99,RedToy
3: Diff. C,9,9,1,1,1,1,0.99,YellowToy
3: Diff. C,9,9,1,0,1,0,0.99,YellowToy
3: Diff. C,9,9,0,1,0,1,0.99,Either
4: RvC,1,9,0,0,1,1,0.99,YellowToy
4: RvC,1,9,1,1,0,0,0.99,YellowToy
4: RvC,1,9,1,1,1,1,0.99,YellowToy
4: RvC,1,9,1,0,1,0,0.99,YellowToy
4: RvC,1,9,0,1,0,1,0.99,YellowToy
1: R&C,11,1,0,0,1,1,0.3,YellowToy
1: R&C,11,1,1,1,0,0,0.3,RedToy
1: R&C,11,1,1,1,1,1,0.3,YellowToy
1: R&C,11,1,1,0,1,0,0.3,YellowToy
1: R&C,11,1,0,1,0,1,0.3,RedToy
2: Diff. R,1,11,0,0,1,1,0.3,RedToy
2: Diff. R,1,11,1,1,0,0,0.3,YellowToy
2: Diff. R,1,11,1,1,1,1,0.3,YellowToy
2: Diff. R,1,11,1,0,1,0,0.3,Either
2: Diff. R,1,11,0,1,0,1,0.3,YellowToy
3: Diff. C,11,11,0,0,1,1,0.3,YellowToy
3: Diff. C,11,11,1,1,0,0,0.3,RedToy
3: Diff. C,11,11,1,1,1,1,0.3,YellowToy
3: Diff. C,11,11,1,0,1,0,0.3,YellowToy
3: Diff. C,11,11,0,1,0,1,0.3,Either
4: RvC,1,11,0,0,1,1,0.3,YellowToy
4: RvC,1,11,1,1,0,0,0.3,YellowToy
4: RvC,1,11,1,1,1,1,0.3,YellowToy
4: RvC,1,11,1,0,1,0,0.3,YellowToy
4: RvC,1,11,0,1,0,1,0.3,YellowToy
1: R&C,11,1,0,0,1,1,0.5,YellowToy
1: R&C,11,1,1,1,0,0,0.5,RedToy
1: R&C,11,1,1,1,1,1,0.5,YellowToy
1: R&C,11,1,1,0,1,0,0.5,YellowToy
1: R&C,11,1,0,1,0,1,0.5,RedToy
2: Diff. R,1,11,0,0,1,1,0.5,RedToy
2: Diff. R,1,11,1,1,0,0,0.5,YellowToy
2: Diff. R,1,11,1,1,1,1,0.5,YellowToy
2: Diff. R,1,11,1,0,1,0,0.5,Either
2: Diff. R,1,11,0,1,0,1,0.5,YellowToy
3: Diff. C,11,11,0,0,1,1,0.5,YellowToy
3: Diff. C,11,11,1,1,0,0,0.5,RedToy
3: Diff. C,11,11,1,1,1,1,0.5,YellowToy
3: Diff. C,11,11,1,0,1,0,0.5,YellowToy
3: Diff. C,11,11,0,1,0,1,0.5,Either
4: RvC,1,11,0,0,1,1,0.5,YellowToy
4: RvC,1,11,1,1,0,0,0.5,YellowToy
4: RvC,1,11,1,1,1,1,0.5,YellowToy
4: RvC,1,11,1,0,1,0,0.5,YellowToy
4: RvC,1,11,0,1,0,1,0.5,YellowToy
1: R&C,11,1,0,0,1,1,0.7,YellowToy
1: R&C,11,1,1,1,0,0,0.7,RedToy
1: R&C,11,1,1,1,1,1,0.7,YellowToy
1: R&C,11,1,1,0,1,0,0.7,YellowToy
1: R&C,11,1,0,1,0,1,0.7,RedToy
2: Diff. R,1,11,0,0,1,1,0.7,RedToy
2: Diff. R,1,11,1,1,0,0,0.7,YellowToy
2: Diff. R,1,11,1,1,1,1,0.7,YellowToy
2: Diff. R,1,11,1,0,1,0,0.7,Either
2: Diff. R,1,11,0,1,0,1,0.7,YellowToy
3: Diff. C,11,11,0,0,1,1,0.7,YellowToy
3: Diff. C,11,11,1,1,0,0,0.7,RedToy
3: Diff. C,11,11,1,1,1,1,0.7,YellowToy
3: Diff. C,11,11,1,0,1,0,0.7,YellowToy
3: Diff. C,11,11,0,1,0,1,0.7,Either
4: RvC,1,11,0,0,1,1,0.7,YellowToy
4: RvC,1,11,1,1,0,0,0.7,YellowToy
4: RvC,1,11,1,1,1,1,0.7,YellowToy
4: RvC,1,11,1,0,1,0,0.7,YellowToy
4: RvC,1,11,0,1,0,1,0.7,YellowToy
1: R&C,11,1,0,0,1,1,0.99,YellowToy
1: R&C,11,1,1,1,0,0,0.99,RedToy
1: R&C,11,1,1,1,1,1,0.99,YellowToy
1: R&C,11,1,1,0,1,0,0.99,YellowToy
1: R&C,11,1,0,1,0,1,0.99,RedToy
2: Diff. R,1,11,0,0,1,1,0.99,RedToy
2: Diff. R,1,11,1,1,0,0,0.99,YellowToy
2: Diff. R,1,11,1,1,1,1,0.99,YellowToy
2: Diff. R,1,11,1,0,1,0,0.99,Either
2: Diff. R,1,11,0,1,0,1,0.99,YellowToy
3: Diff. C,11,11,0,0,1,1,0.99,YellowToy
3: Diff. C,11,11,1,1,0,0,0.99,RedToy
3: Diff. C,11,11,1,1,1,1,0.99,YellowToy
3: Diff. C,11,11,1,0,1,0,0.99,YellowToy
3: Diff. C,11,11,0,1,0,1,0.99,Either
4: RvC,1,11,0,0,1,1,0.99,YellowToy
4: RvC,1,11,1,1,0,0,0.99,YellowToy
4: RvC,1,11,1,1,1,1,0.99,YellowToy
4: RvC,1,11,1,0,1,0,0.99,YellowToy
4: RvC,1,11,0,1,0,1,0.99,YellowToy
1: R&C,13,1,0,0,1,1,0.3,YellowToy
1: R&C,13,1,1,1,0,0,0.3,RedToy
1: R&C,13,1,1,1,1,1,0.3,RedToy
1: R&C,13,1,1,0,1,0,0.3,YellowToy
1: R&C,13,1,0,1,0,1,0.3,RedToy
2: Diff. R,1,13,0,0,1,1,0.3,RedToy
2: Diff. R,1,13,1,1,0,0,0.3,YellowToy
2: Diff. R,1,13,1,1,1,1,0.3,YellowToy
2: Diff. R,1,13,1,0,1,0,0.3,Either
2: Diff. R,1,13,0,1,0,1,0.3,YellowToy
3: Diff. C,13,13,0,0,1,1,0.3,YellowToy
